date,close,open,high,low      
07/03/2023,15364.75,15331.00,15392.00,15308.00     
06/30/2023,15337.00,15106.00,15376.75,15099.00     
06/29/2023,15100.25,15161.00,15202.75,15028.50      
06/28/2023,15130.00,15088.25,15219.00,15021.25     
06/27/2023,15111.50,14875.00,15139.25,14862.25     
06/26/2023,14856.50,15057.75,15152.50,14853.50      
06/23/2023,15058.25,15236.00,15236.00,14985.25      
06/22/2023,15214.75,15038.75,15238.00,14964.00     
06/21/2023,15044.00,15247.50,15273.25,15002.25      
06/20/2023,15256.50,15303.25,15322.50,15126.50     
06/19/2023,15249.00,15302.25,15305.50,15230.50     
06/18/2023,15302.75,15303.00,15321.00,15300.75    
06/16/2023,15316.61,15181.25,15324.00,15130.50    
06/15/2023,15188.00,15038.00,15252.00,14878.00     
06/14/2023,15012.75,14925.00,15061.50,14793.00     
06/13/2023,14914.25,14824.00,14967.75,14779.50      
06/12/2023,14986.75,14734.50,15011.50,14732.00     
06/09/2023,14735.75,14692.25,14866.75,14635.50     
06/08/2023,14678.75,14489.75,14702.75,14425.00    
06/07/2023,14331.50,14594.50,14675.00,14305.50      
06/06/2023,14586.50,14582.00,14623.75,14504.50      
06/05/2023,14588.75,14577.00,14694.75,14512.75     
06/02/2023,14575.25,14494.00,14627.75,14468.25     
06/01/2023,14472.25,14289.50,14528.25,14248.25     
05/31/2023,14300.50,14397.25,14429.00,14251.25      
05/30/2023,14396.75,14437.50,14570.00,14336.75     
05/29/2023,14386.25,14416.50,14445.25,14367.50     
05/28/2023,14418.00,14439.25,14439.25,14402.00    
05/26/2023,14332.50,13977.75,14369.00,13924.50     
05/25/2023,13976.50,13877.00,14031.25,13803.00     
05/24/2023,13650.25,13729.00,13845.75,13566.50      
05/23/2023,13728.75,13913.25,13979.25,13710.00      
05/22/2023,13902.50,13805.50,13946.75,13794.25     
05/19/2023,13858.00,13908.50,13960.25,13814.25      
05/18/2023,13894.00,13640.50,13913.00,13628.25     
05/17/2023,13643.50,13498.50,13669.00,13474.25     
05/16/2023,13483.25,13461.00,13554.50,13426.25     
05/15/2023,13468.00,13378.75,13480.00,13350.00     
05/12/2023,13396.25,13446.00,13494.25,13310.50      
05/11/2023,13446.50,13410.00,13470.25,13361.50     
05/10/2023,13409.50,13258.75,13446.75,13202.75     
05/09/2023,13264.75,13338.50,13347.00,13250.50      
05/08/2023,13352.25,13316.00,13368.00,13254.50     
05/05/2023,13317.75,13060.00,13359.00,13055.75     
05/04/2023,13043.75,13064.00,13173.00,13001.75      
05/03/2023,13100.75,13162.00,13314.00,13080.00      
05/02/2023,13184.50,13290.00,13334.75,13110.25      
05/01/2023,13306.75,13317.00,13370.25,13258.75      
04/28/2023,13320.25,13215.00,13336.00,13169.00     
04/27/2023,13231.25,12965.00,13333.00,12936.00     
04/26/2023,12887.75,12940.00,13012.25,12863.75     
04/25/2023,12809.50,13050.25,13059.50,12800.00      
04/24/2023,13056.50,13070.00,13134.00,12967.25      
04/21/2023,13090.50,13089.00,13122.00,12982.50     
04/20/2023,13074.25,13162.00,13200.00,13021.75      
04/19/2023,13183.00,13170.50,13226.75,13065.00      
04/18/2023,13193.00,13184.00,13298.75,13138.00     
04/17/2023,13186.50,13212.50,13218.00,13076.75     
04/14/2023,13181.25,13183.00,13255.00,13058.00      
04/13/2023,13209.75,12957.00,13228.00,12925.50     
04/12/2023,12952.25,13073.75,13241.75,12937.75      
04/11/2023,13074.75,13163.25,13208.75,13053.50      
04/10/2023,13158.00,13179.75,13203.25,12967.50      
04/07/2023,13170.75,13162.75,13192.25,13122.00    
04/06/2023,13170.75,13072.75,13191.00,12953.25     
04/05/2023,13079.75,13230.00,13247.25,13006.00      
04/04/2023,13219.00,13259.00,13348.75,13168.25      
04/03/2023,13270.00,13262.00,13278.75,13154.00      
03/31/2023,13301.75,13084.25,13311.50,13057.50     
03/30/2023,13082.00,12962.50,13111.75,12931.50     
03/29/2023,12965.00,12745.50,12994.00,12742.00     
03/28/2023,12732.50,12810.50,12833.50,12634.25      
03/27/2023,12788.50,12916.00,12984.50,12765.50      
03/24/2023,12890.25,12871.50,12924.75,12728.00     
03/23/2023,12854.00,12695.00,13031.00,12694.25     
03/22/2023,12707.00,12873.25,13082.00,12678.00      
03/21/2023,12867.25,12699.75,12898.25,12676.50     
03/20/2023,12688.50,12690.00,12750.00,12525.25     
03/17/2023,12594.65,12575.75,12636.50,12531.75   
03/16/2023,12583.00,12264.50,12600.50,12189.25     
03/15/2023,12247.75,12200.75,12280.00,11972.00     
03/14/2023,12207.00,11960.00,12223.00,11921.75     
03/13/2023,11931.75,11894.75,12095.75,11674.25      
03/10/2023,11969.00,12138.50,12249.25,11925.75      
03/09/2023,12144.25,12379.75,12493.25,12114.25     
03/08/2023,12368.75,12317.75,12394.00,12247.75    
03/07/2023,12308.00,12451.00,12519.75,12281.75     
03/06/2023,12460.50,12444.25,12623.00,12413.75   
03/03/2023,12311.25,12049.00,12329.00,12012.00     
03/02/2023,12062.00,11967.00,12096.25,11832.50     
03/01/2023,11961.75,12041.25,12141.75,11924.75      
02/28/2023,12072.25,12093.50,12172.75,12025.75      
02/27/2023,12083.25,12003.00,12189.50,11990.00     
02/24/2023,11997.00,12190.00,12214.50,11923.00      
02/23/2023,12207.50,12176.25,12261.00,12028.50     
02/22/2023,12097.50,12108.00,12190.50,12034.00     
02/21/2023,12096.75,12380.00,12417.75,12090.25      
02/20/2023,12378.50,12358.75,12416.75,12346.75    
02/19/2023,12358.75,12370.25,12382.00,12347.50    
02/17/2023,12390.00,12462.50,12466.25,12265.75      
02/16/2023,12482.50,12740.00,12792.75,12455.25      
02/15/2023,12730.00,12620.75,12756.50,12524.25     
02/14/2023,12631.00,12547.25,12687.00,12390.50     
02/13/2023,12540.50,12357.50,12567.00,12265.25     
02/10/2023,12346.25,12448.75,12451.50,12243.25      
02/09/2023,12425.50,12555.00,12728.50,12366.50      
02/08/2023,12545.25,12747.00,12808.50,12512.75      
02/07/2023,12776.75,12513.00,12818.50,12459.25     
02/06/2023,12515.50,12572.00,12608.50,12455.75      
02/03/2023,12624.00,12748.25,12878.00,12551.25      
02/02/2023,12846.75,12520.00,12949.75,12501.75     
02/01/2023,12414.25,12116.00,12524.50,12055.25     
01/31/2023,12152.00,11984.00,12156.00,11871.00     
01/30/2023,11968.00,12212.50,12252.00,11960.00      
01/27/2023,12222.25,12049.00,12308.50,12016.00     
01/26/2023,12106.75,11874.75,12113.00,11867.25     
01/25/2023,11873.25,11970.50,11976.50,11604.50      
01/24/2023,11909.50,11933.00,12010.50,11835.75      
01/23/2023,11934.00,11676.75,11983.00,11650.50     
01/20/2023,11677.00,11401.00,11686.75,11365.25     
01/19/2023,11356.50,11470.50,11487.00,11308.50      
01/18/2023,11475.75,11619.75,11759.50,11468.00      
01/17/2023,11624.50,11613.50,11685.00,11510.25     
01/16/2023,11586.25,11585.25,11637.25,11512.00     
01/15/2023,11587.00,11617.75,11619.00,11583.25    
01/13/2023,11608.00,11528.50,11619.50,11389.00     
01/12/2023,11534.25,11474.50,11579.75,11291.00     
01/11/2023,11476.50,11282.50,11479.50,11239.75     
01/10/2023,11282.00,11184.75,11288.75,11094.00     
01/09/2023,11185.50,11126.50,11385.50,11120.25     
01/06/2023,11113.50,10838.75,11165.75,10751.00     
01/05/2023,10820.25,10988.50,11046.75,10805.00      
01/04/2023,10999.25,10941.25,11068.50,10863.50     
01/03/2023,10945.50,11122.50,11182.00,10844.75      
01/02/2023,11053.00,11041.75,11140.50,11037.75   
01/01/2023,11041.75,11041.75,11041.75,11041.00
12/30/2022,11022.25,11033.50,11051.50,10855.50      
12/29/2022,11032.75,10785.75,11071.50,10777.50     
12/28/2022,10772.75,10915.75,10996.50,10758.75      
12/27/2022,10915.50,11104.00,11183.75,10896.00      
12/26/2022,11157.00,11137.00,11162.50,11118.25   
12/25/2022,11067.00,11067.00,11067.00,11067.000
12/23/2022,11075.25,11061.00,11143.00,10916.25     
12/22/2022,11054.25,11357.00,11384.75,10870.50      
12/21/2022,11334.50,11206.50,11389.75,11181.00     
12/20/2022,11175.75,11182.50,11247.00,11043.50      
12/19/2022,11193.25,11328.75,11411.00,11131.75      
12/16/2022,11327.04,11340.25,11381.25,11206.50    
12/15/2022,11347.25,11758.75,11779.50,11298.25      
12/14/2022,11750.75,11839.00,11948.50,11613.75      
12/13/2022,11839.75,11691.25,12229.50,11680.50     
12/12/2022,11711.75,11553.00,11716.00,11522.75     
12/09/2022,11569.75,11641.50,11748.00,11517.00      
12/08/2022,11645.50,11500.00,11685.75,11433.00     
12/07/2022,11509.50,11566.00,11596.25,11422.50      
12/06/2022,11566.00,11812.00,11846.25,11502.00      
12/05/2022,11805.75,12000.50,12015.75,11745.50      
12/02/2022,12010.25,12039.75,12067.75,11740.50      
12/01/2022,12062.75,12079.25,12145.00,11943.25     
11/30/2022,12042.25,11520.00,12078.50,11497.75     
11/29/2022,11524.75,11625.00,11704.50,11465.00      
11/28/2022,11616.25,11731.25,11788.50,11575.25      
11/25/2022,11782.75,11878.00,11933.00,11766.25      
11/24/2022,11917.75,11888.00,11932.75,11874.50    
11/23/2022,11862.75,11741.50,11892.75,11720.00     
11/22/2022,11754.50,11588.00,11759.25,11526.50     
11/21/2022,11588.00,11723.00,11756.00,11553.00      
11/18/2022,11708.00,11747.75,11843.00,11607.00      
11/17/2022,11710.50,11777.75,11827.50,11528.25      
11/16/2022,11739.50,11882.00,11963.00,11706.50      
11/15/2022,11904.25,11768.50,12118.75,11761.75     
11/14/2022,11734.75,11791.00,11898.50,11702.00      
11/11/2022,11848.00,11669.75,11876.75,11569.25     
11/10/2022,11632.25,10841.00,11677.00,10808.00     
11/09/2022,10830.75,11089.25,11164.25,10822.25      
11/08/2022,11094.25,11016.00,11231.25,10928.75     
11/07/2022,11014.25,10786.50,11038.50,10751.00     
11/04/2022,10890.25,10712.00,10974.25,10636.00     
11/03/2022,10728.00,10938.00,10996.00,10708.00      
11/02/2022,10944.50,11320.25,11460.00,10909.00      
11/01/2022,11332.00,11455.00,11619.00,11288.75      
10/31/2022,11447.25,11592.50,11595.00,11367.25      
10/28/2022,11587.00,11122.75,11626.00,11062.00     
10/27/2022,11235.25,11417.75,11537.50,10921.50      
10/26/2022,11446.00,11510.00,11703.50,11415.00      
10/25/2022,11713.50,11453.75,11734.00,11430.25     
10/24/2022,11478.75,11393.75,11530.25,11207.75     
10/21/2022,11358.50,11061.25,11386.25,10935.50     
10/20/2022,11090.75,11134.00,11328.75,11008.00      
10/19/2022,11153.25,11320.25,11382.75,11049.00      
10/18/2022,11198.75,11161.25,11431.75,11081.50     
10/17/2022,11110.25,10720.00,11146.25,10713.00     
10/14/2022,10744.00,11064.75,11253.50,10726.75      
10/13/2022,11083.75,10859.00,11142.75,10484.75   
10/12/2022,10840.50,10875.00,10976.75,10805.50      
10/11/2022,10845.00,10987.00,11039.50,10767.25      
10/10/2022,10984.50,11067.75,11136.50,10876.75      
